name,bn_name,number_of_bed,union_id,upazila_id,district_id,organization_type,hospital_type,url,lat,lon
Gangail Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,473,62,GOVERNMENT,UNION,null,null,null
Kharua Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,473,62,GOVERNMENT,UNION,null,null,null
Muazzempur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,473,62,GOVERNMENT,UNION,null,null,null
Darilla Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,473,62,GOVERNMENT,UNION,null,null,null
Panchrukhi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,473,62,GOVERNMENT,UNION,null,null,null
Dani Khola Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,463,62,GOVERNMENT,UNION,null,null,null
Kanihari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,463,62,GOVERNMENT,UNION,null,null,null
Sankibanga(mukhpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,463,62,GOVERNMENT,UNION,null,null,null
Dhala Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,463,62,GOVERNMENT,UNION,null,null,null
Kalapaharia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,328,43,GOVERNMENT,UNION,null,null,null
Satgram Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,328,43,GOVERNMENT,UNION,null,null,null
Brahmandi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,328,43,GOVERNMENT,UNION,null,null,null
Chaitankanda Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,328,43,GOVERNMENT,UNION,null,null,null
Haizadi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,328,43,GOVERNMENT,UNION,null,null,null
Madanpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,329,43,GOVERNMENT,UNION,null,null,null
Sharifunnesa Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,330,43,GOVERNMENT,UNION,null,null,null
Rupgonj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,331,43,GOVERNMENT,UNION,null,null,null
Bhulta Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,331,43,GOVERNMENT,UNION,null,null,null
Baradi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,332,43,GOVERNMENT,UNION,null,null,null
Hosainpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,332,43,GOVERNMENT,UNION,null,null,null
Bhattapur(aminpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,332,43,GOVERNMENT,UNION,null,null,null
Poradia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,311,40,GOVERNMENT,UNION,null,null,null
Monahardi(shukundi) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,312,40,GOVERNMENT,UNION,null,null,null
Barachapa Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,312,40,GOVERNMENT,UNION,null,null,null
Gotashia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,312,40,GOVERNMENT,UNION,null,null,null
Kanchikata Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,312,40,GOVERNMENT,UNION,null,null,null
Labutala Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,312,40,GOVERNMENT,UNION,null,null,null
Algi(madhabdi) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,313,40,GOVERNMENT,UNION,null,null,null
Bhatpara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,313,40,GOVERNMENT,UNION,null,null,null
Bhagirathpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,313,40,GOVERNMENT,UNION,null,null,null
Narsingdi Sadar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,313,40,GOVERNMENT,UNION,null,null,null
Karimpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,313,40,GOVERNMENT,UNION,null,null,null
Amdia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,313,40,GOVERNMENT,UNION,null,null,null
Ghorasal Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,314,40,GOVERNMENT,UNION,null,null,null
Charsindur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,314,40,GOVERNMENT,UNION,null,null,null
Maddya Nagar(paratali) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,315,40,GOVERNMENT,UNION,null,null,null
Raipura Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,315,40,GOVERNMENT,UNION,null,null,null
Shibpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,316,40,GOVERNMENT,UNION,null,null,null
Kumardi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,316,40,GOVERNMENT,UNION,null,null,null
Putia(Saidnagar) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,316,40,GOVERNMENT,UNION,null,null,null
Deara(baniajan) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,485,64,GOVERNMENT,UNION,null,null,null
Nazirganj(luniswar) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,485,64,GOVERNMENT,UNION,null,null,null
Dashdhar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,482,64,GOVERNMENT,UNION,null,null,null
Gugirkona Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,483,64,GOVERNMENT,UNION,null,null,null
Sidli(Koylati) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,488,64,GOVERNMENT,UNION,null,null,null
Lengura Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,488,64,GOVERNMENT,UNION,null,null,null
Biddyaballav(Goradoba) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Ashujia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Sandikona Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Balaishimul Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Nowapara Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Maska Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Gogda(Mozaffarpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Chirang Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Roailbari Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Majlishpur(Paikura) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Baikherhati(Dalpa) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,484,64,GOVERNMENT,UNION,null,null,null
Nurpur Boali(Mendipur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,487,64,GOVERNMENT,UNION,null,null,null
Sahildaha Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,489,64,GOVERNMENT,UNION,null,null,null
Tetulia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,489,64,GOVERNMENT,UNION,null,null,null
Rouha Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,491,64,GOVERNMENT,UNION,null,null,null
Thakurkona Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,491,64,GOVERNMENT,UNION,null,null,null
Madanpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,491,64,GOVERNMENT,UNION,null,null,null
Jaria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,490,64,GOVERNMENT,UNION,null,null,null
Shyamgong(Gohalakanda) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,490,64,GOVERNMENT,UNION,null,null,null
Agaia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,490,64,GOVERNMENT,UNION,null,null,null
Alampur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,490,64,GOVERNMENT,UNION,null,null,null
Baharpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,379,49,GOVERNMENT,UNION,null,null,null
Ariakandi(baharpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,379,49,GOVERNMENT,UNION,null,null,null
Rajdhapur(islampur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,379,49,GOVERNMENT,UNION,null,null,null
Naliagram Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,379,49,GOVERNMENT,UNION,null,null,null
Uzanchar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,406,49,GOVERNMENT,UNION,null,null,null
Daulatdia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,406,49,GOVERNMENT,UNION,null,null,null
Charsajuria(kalimohar) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Habashpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Mrigi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Patta Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Sengram(bahadurpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Khagjana Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Kashbamazail Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Ratandia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Joshai Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,378,49,GOVERNMENT,UNION,null,null,null
Barat A Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Mukandia(Panchuria) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Barat B Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Banibaha Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Shyamnagar(Sultanpur) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Chondoni Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Bashantapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Khangonj Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Mulghar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,376,49,GOVERNMENT,UNION,null,null,null
Sakhipur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,326,42,GOVERNMENT,UNION,null,null,null
Lakarta(chhaygaon() Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,326,42,GOVERNMENT,UNION,null,null,null
Gazipur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,326,42,GOVERNMENT,UNION,null,null,null
Mahisar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,326,42,GOVERNMENT,UNION,null,null,null
Kartickpur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,326,42,GOVERNMENT,UNION,null,null,null
Kaneswar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,327,42,GOVERNMENT,UNION,null,null,null
Haturia Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,325,42,GOVERNMENT,UNION,null,null,null
Nasason Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,323,42,GOVERNMENT,UNION,null,null,null
Naria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,323,42,GOVERNMENT,UNION,null,null,null
Bhogeswar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,323,42,GOVERNMENT,UNION,null,null,null
Panditsar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,323,42,GOVERNMENT,UNION,null,null,null
Domshar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,322,42,GOVERNMENT,UNION,null,null,null
Angaria Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,322,42,GOVERNMENT,UNION,null,null,null
Palong Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,322,42,GOVERNMENT,UNION,null,null,null
Chikonda Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,322,42,GOVERNMENT,UNION,null,null,null
Bara krishnagar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,324,42,GOVERNMENT,UNION,null,null,null
Lawkhola(mulna) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,324,42,GOVERNMENT,UNION,null,null,null
Bilaspur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,324,42,GOVERNMENT,UNION,null,null,null
Jhenaigati Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,461,61,GOVERNMENT,UNION,null,null,null
Chandrokona Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,460,61,GOVERNMENT,UNION,null,null,null
Rupnarayankura(Marichpuran) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,458,61,GOVERNMENT,UNION,null,null,null
Nuni Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,458,61,GOVERNMENT,UNION,null,null,null
Gazir Khamer Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,457,61,GOVERNMENT,UNION,null,null,null
Andharia(Kamaria) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,457,61,GOVERNMENT,UNION,null,null,null
Nandi Bazar(Charmonaria) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,457,61,GOVERNMENT,UNION,null,null,null
Horo Chandra Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,457,61,GOVERNMENT,UNION,null,null,null
Ranishimul Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,459,61,GOVERNMENT,UNION,null,null,null
Basail Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,333,44,GOVERNMENT,UNION,null,null,null
Moytha(Fulki) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,333,44,GOVERNMENT,UNION,null,null,null
Shialkol Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,334,44,GOVERNMENT,UNION,null,null,null
Bhuapur Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,334,44,GOVERNMENT,UNION,null,null,null
Arjuna Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,334,44,GOVERNMENT,UNION,null,null,null
Nikrail Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,334,44,GOVERNMENT,UNION,null,null,null
Gobindashi Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,334,44,GOVERNMENT,UNION,null,null,null
Daojan(pathrail) Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,335,44,GOVERNMENT,UNION,null,null,null
Delduar Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,335,44,GOVERNMENT,UNION,null,null,null
Lauhati Union Sub Center,ইউনিয়ন সাব সেন্টার,0,null,335,44,GOVERNMENT,UNION,null,null,null
